808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,1558hz,weight
33487,28531,21111,36472,33347,14945,23973,29676,20920,9886,29461,34334,17225,30413,39221,20727,12402,30236,32343,14817,26041,44348,27495,17996,44034,37078,6773,27665,47230,34627,11262,55212,54246,8756,54222,69949,36472,49596,104925,94080,50368,262687,490776,627411,622268,486619,269526,98690,293568,518930,680304,738569,678239,514713,299606,108489,20522,45244,31202,15086,44183,45051,13138,25921,38759,30759,14502,21797,38336,25605,9659,35267,31208,8269,18145,31753,27464,1877,30911,38165,14833,20928,36307,27611,2638,28394,44070,28026,20844,52012,49136,16398,57246,114891,153102,157627,130673,92031,67519,65943,67929,62635,48233,23447,8577,23321,21559,9852,5921,7740,7192,5773,2075,8076,10338,5583,9651,11377,3528,5170,5995,6224,8550,10409,12329,10283,41675,73860,83197,66336,36410,11684,22331,27033,17867,17232,21233,15406,9818,11943,12856,11146,12242,15974,17261,17111,15147,15566,22201,27918,27397,16883,6799,17464,16004,6704,12357,11388,2640,15180,28984,32477,18407,11582,27517,23768,5550,16531,25750,20094,2754,30646,41004,19463,32752,76459,98684,95081,68874,29739,10652,16814,3703,12727,14892,4699,6837,12634,12123,6233,13183,15905,11527,31.65
63410,65814,77834,79976,80141,90042,95428,94838,94236,93284,92496,88978,83719,78280,68848,59771,52378,40981,32113,29968,26280,19725,15815,20450,26388,23973,11430,14169,19552,5821,19016,31050,18326,30040,64843,69887,36773,64492,118072,103723,22428,184060,353644,442628,409749,273051,102589,54321,156408,293029,436750,498897,423489,237416,102783,184060,179799,65814,77930,149853,118267,53222,115467,135246,75583,58990,106701,83125,39651,95446,107887,68921,90168,130427,109167,69321,98380,100982,48136,43491,66388,43015,91016,154151,166485,179323,246721,292641,287919,301337,352231,368718,340859,338964,370306,358367,300335,277189,284765,242139,153702,122456,157501,155054,118225,99983,96538,75206,62219,74015,73423,55469,48944,65753,75722,66585,55670,71406,89652,87318,76153,88597,114928,124649,116006,125501,164538,186446,168799,142964,148746,155816,136439,111897,106781,95699,60453,30833,28541,6686,34028,57464,55665,59854,79935,78360,57309,71218,90063,85715,108902,156034,189649,223042,270934,312132,333009,354771,385880,398044,388297,384235,381075,355035,313748,279034,244866,192817,135490,96537,57614,28562,67144,98434,124608,144472,133152,92426,99570,147560,153148,118033,100782,103028,78907,54747,75883,85143,80449,103093,123414,114124,103196,31.65
11962,19593,10481,3203,8532,13148,10065,8282,21946,17537,9885,19277,13006,1100,8870,14875,13542,4578,22378,20521,6287,23034,20693,3945,12451,21327,20214,2828,27456,32039,9179,27843,35251,14546,16444,40215,39911,10639,52778,72358,31734,71446,151915,182221,150053,88402,85482,61951,80989,292912,479056,552313,486484,312244,102634,52890,98050,51826,31622,66493,55268,16397,41145,56882,32306,24951,45542,33234,9308,26279,32856,20214,17009,34249,29160,15981,25866,24224,10311,11103,23656,23778,15558,23699,24615,13428,15369,21514,20894,26853,47215,52791,41100,74652,138036,188577,195560,142316,50582,52674,98335,97246,63169,29978,43731,49095,36540,30778,29088,22576,22773,27823,26409,23577,28528,28624,23250,22121,19907,14534,14749,18644,15619,14674,20807,15151,20818,41193,49052,41075,22507,16854,27605,23801,17376,22777,20235,12141,14469,19532,17367,15137,23169,23971,15359,13957,17990,18276,16629,12152,2075,11995,21435,19785,11634,9237,11413,16820,28357,43065,55176,63886,63046,41731,12029,30451,35189,17722,10044,33338,37563,12924,33695,67638,76621,71142,61787,46543,31801,18113,11438,19682,13773,7437,14357,9709,6485,11481,12051,9878,11879,15466,21194,31.65
10221,9949,13386,12172,8724,14341,17096,12273,12288,15070,11050,7024,12942,16250,11817,10083,15290,12668,9086,13607,12741,5878,8811,15677,13407,8659,16383,15894,4935,11319,16874,11795,3429,17005,21063,8811,15664,30024,24676,2778,39343,83866,126204,156307,166736,152740,106302,19296,103334,228718,316477,335552,278513,166693,58889,77690,95416,60509,15550,44814,51462,27002,21628,40793,32713,9949,24847,30074,17294,14997,27758,25211,13471,23601,28092,15868,11344,22295,20732,9132,15606,23753,16697,9891,21284,20467,7364,12343,21282,16874,1922,19458,25729,17801,30677,51063,54725,44909,46790,64593,71124,54086,21273,10849,22721,16555,2016,12441,16056,7535,8225,16798,12673,4567,12215,12713,6643,9652,15149,12727,8641,14457,14347,7114,10080,13247,8588,7193,17349,21472,15766,11236,15427,13812,9534,12017,12876,9202,11092,16075,13798,9369,12860,11946,5182,8327,11892,7537,9191,21001,24002,16135,11821,16516,14252,8062,12555,16439,13140,13481,18913,17415,13677,16619,16588,10989,14233,21212,18150,13282,23314,25460,16284,31686,59533,76318,73371,52652,25861,7661,6222,4303,1038,2074,2484,3898,5866,6208,5451,5031,5393,4608,1131,31.65
16531,29495,35460,13167,22073,40367,31802,6848,25596,49959,45359,11376,26955,42595,38949,23451,15434,35886,33182,19681,26673,28859,32439,32141,37022,37328,24840,48891,55922,25956,39672,72261,64690,14680,77069,114599,60690,64759,172108,166142,19655,284051,562890,686322,574943,291899,37904,99662,119783,491428,910389,1151539,1090978,770243,361420,64699,92478,89335,144907,181327,126304,96121,152291,138655,82308,120362,145123,101583,106028,155410,133202,95887,146645,157376,96672,103102,156173,124127,82066,157487,162861,85865,152181,223242,167022,127914,265280,282739,128204,246603,421089,328225,357941,1012169,1651324,1940760,1737153,1132261,396419,227512,474177,404091,183910,173399,223648,137342,49778,132857,132137,48459,56294,98918,64152,8721,53841,43868,8451,55433,66144,31255,46143,81623,64271,15045,42197,47816,58125,128671,187001,182596,113239,61202,102953,108661,71849,64433,88515,78652,48563,61732,74083,57416,55865,81846,90070,75143,69479,90303,103747,104307,117618,135263,123795,111938,174984,229356,193043,219126,501226,802115,957260,888604,622950,300324,212547,278686,214926,68133,99952,147025,92793,17643,97390,106202,74726,108147,147306,136316,88057,49631,43663,27299,23847,31502,15071,21391,39929,34669,9248,34327,56318,47049,15297,31.65
29331,19856,8622,28148,30236,11767,24163,35422,21512,10833,30856,30481,8809,26044,40478,24818,15251,39951,35987,6794,30879,45016,25973,19411,50970,44860,6268,48293,62739,30039,30103,73704,64097,7620,79733,104443,44561,69652,153726,127012,39569,290478,506810,568723,436263,183299,48412,110588,35433,318130,586972,692005,578559,328316,184921,254973,229860,90114,65618,137251,97314,11415,87269,94405,33871,46939,84519,57419,15072,65595,65155,17432,42580,64362,38138,18382,57467,53314,11703,44366,59349,29953,23920,54924,44716,9568,52281,63754,25752,40037,79642,64151,37721,122272,195430,212074,169082,96343,36115,29668,35309,23077,16497,35483,43555,33028,7609,19310,29666,16779,9009,24644,21159,4631,17547,24226,14436,13556,26288,22447,9583,21194,26551,16245,13018,33332,46549,47437,38048,23514,13980,15019,12076,2013,10160,16316,11534,5734,15254,14642,5002,11582,15460,9215,6526,15471,16149,8675,6515,5742,5882,16954,20554,13417,6149,15681,17598,9217,7661,10123,5814,17343,25730,22403,16221,24243,28971,20360,14976,23449,20422,15281,34681,54869,70721,88466,105293,108396,91619,60602,26373,5840,14547,10205,3330,12765,15346,9697,4062,13042,12504,3272,14599,31.65
118896,111829,91803,109049,113974,81710,69682,77990,47625,25637,48716,33209,62673,100063,94638,105513,143746,139893,122310,148789,150123,112014,117215,125241,85044,88478,109971,78610,96500,132384,104249,108795,153338,126339,102898,155912,136248,85587,163621,168682,72464,202800,338218,341126,237097,116467,38343,24289,108614,245428,390818,446142,347086,145186,133339,202235,143291,114274,171563,144497,83490,113424,105560,39839,54853,58938,25734,73750,87440,65051,85684,106424,86346,66906,86581,98864,86285,75642,101218,121728,109535,95785,108553,111080,93451,84940,113452,162601,200403,230448,280815,335308,368144,392846,414356,417467,421711,436540,413625,341788,288530,272582,230192,161717,105317,43517,34821,91201,113333,147055,183978,182510,168671,172781,154562,111177,92012,72825,37246,64935,80384,85042,115465,122741,103818,109762,106959,57712,28129,53770,52323,85128,116664,126512,149993,171084,165734,164581,171313,155728,140796,144134,132681,121539,130093,122799,109053,110064,88591,47790,48792,49782,80200,142139,188403,239665,306840,357886,394396,438485,472084,479719,482536,484355,464775,429320,393629,350425,296241,241162,186149,134830,101396,89745,91651,72272,35137,115695,183350,177742,119127,96713,103179,67915,17096,18837,11789,57006,81766,78286,93372,113576,102449,31.65
15780,32969,29960,10807,26956,35868,19931,22956,38123,26328,12537,34976,35157,12040,29547,44778,27976,19786,44152,36345,8223,38442,44714,16449,31580,56007,37527,16359,58409,54941,5904,55254,73889,32696,42493,93861,71303,23091,121822,132501,8195,215831,424510,503685,406077,198588,115249,137900,87308,352217,637476,768398,681150,428775,165173,151327,178625,103422,44665,93837,84289,34440,57039,72234,42248,33918,56068,45704,23976,40550,47994,29192,27701,46744,37793,17238,35459,40966,24719,25813,43401,35762,14704,40858,46505,20348,33379,54205,36191,25614,72474,73292,21836,139706,268130,328843,288920,166419,62701,145847,188673,156773,90672,53443,53526,38489,10035,19858,25641,11778,8520,18586,12797,2137,14096,16192,8604,6547,15207,13887,2398,13452,19803,13089,4937,22802,37959,45147,42573,33153,22074,12004,5077,9156,12137,8745,3114,7702,9715,6486,5007,10308,10192,5347,9734,11000,4269,9216,16898,17352,11312,10422,14168,8658,3802,13342,14021,6982,12162,35282,57053,65559,54564,27660,19420,36341,29707,8382,32171,40302,19187,20437,51194,47848,3980,72007,135269,158758,134647,78727,21365,25950,31509,14221,7804,17876,14955,5152,5740,10357,6959,1349,10210,31.65
9265,11986,9929,6822,14016,14685,9158,7275,10495,10160,7700,13592,13577,4090,10093,12751,6633,1986,9435,12781,5670,8223,14975,7513,7596,12940,7494,8460,11193,11597,10113,13782,17046,7309,22236,30003,10422,30483,53699,35874,33813,140311,243046,289476,252400,154557,65398,63458,66477,102634,182427,228405,207015,140606,86620,71921,52464,14031,31047,44800,23787,16055,36480,27811,2646,23497,29264,14375,13331,30166,23786,5564,23230,24242,7677,12811,23393,17567,5086,22863,24585,7046,16738,24730,14377,4947,20289,21222,4069,20897,33115,21306,7318,29984,39939,39754,33103,19143,12654,57771,105084,127350,111919,69663,23378,11760,23059,15864,9102,17136,15333,8378,11098,13062,10370,7054,8563,11839,11932,9576,10144,10778,7192,4964,8980,11689,10203,6252,10322,14417,13899,11788,9754,8692,9517,9677,8185,9198,12128,10018,6283,10360,10112,3904,5977,10564,8796,3324,14477,20407,15068,6321,9995,10536,5173,3541,9404,7955,3083,9881,9325,1535,5547,7379,6415,3993,8037,11024,8173,8584,11667,20156,22813,3648,45725,101896,145037,156817,129146,70973,14762,37089,41104,20714,14803,28613,25308,11162,19053,23835,14623,13157,20443,31.65
14258,12761,10962,13674,14026,11408,11145,11542,11238,13398,14800,13184,12100,11225,8718,10762,12873,10015,9306,11668,9162,8197,12902,11640,6844,11887,12189,4323,12085,16869,10544,5331,10359,6033,5715,12914,8075,7092,19668,14443,14007,53349,83309,87590,64950,28941,12036,22740,22564,47977,88693,113752,105404,66235,26154,35773,38006,19560,18752,27461,19229,13603,22472,19881,13685,19449,18937,12483,15751,16865,11378,13289,16692,14147,13159,13127,9630,13750,17868,14402,13397,16564,12058,7708,15759,16741,11092,13032,14933,10950,13819,16501,11507,11853,14814,8981,12166,19042,10423,15385,42671,56432,48193,24325,5875,13459,10315,7244,11751,10376,6940,9134,9735,8521,9281,9777,10218,11423,11092,9967,10026,9899,9164,8636,8052,8260,8721,7388,7378,10236,10748,9067,9178,9549,8418,8505,9274,9108,9973,10487,8400,8250,11054,10627,7670,7696,8204,5987,5441,7988,8457,6473,5912,8476,9473,7338,6321,8689,8779,6925,7307,7176,4333,5422,7250,4248,4805,8808,6856,597,5686,7529,5802,1621,17429,39491,57929,61979,47491,22195,14312,21922,16725,10795,15284,13603,8733,12124,12968,9941,11066,11290,8461,31.65
17475,11540,26853,22854,20367,41470,45082,22644,20258,43021,38067,7031,28631,43456,29509,7666,19082,17716,28688,43303,34812,27300,54351,53234,10736,75070,120162,88813,83692,256782,420467,494179,451044,325630,195885,130022,108033,99285,100171,63730,33075,160430,260270,284247,222537,108414,9400,60106,51805,12281,35046,24496,55488,161282,261107,312608,294450,213098,99062,24844,73484,69391,21298,37232,60844,41737,8816,42083,47497,24781,25563,45564,55118,59367,55709,73277,113466,113476,70433,202106,401585,537997,540225,401656,181835,27282,145076,148826,72423,55701,128326,163592,165910,152733,133086,105056,64437,15399,30565,51721,42469,11062,23836,44388,41900,20453,17520,37894,38902,17364,25424,53434,54128,22940,23786,59348,69142,61700,56147,46077,19295,17347,32545,25914,44818,73390,71132,37258,28580,43167,19850,39795,80628,74580,30029,64937,91643,60741,88312,159027,150027,181958,461028,787616,999175,994470,767857,419460,172400,244528,248589,135052,95945,155540,123991,44204,101559,124748,66638,31882,85270,64855,26153,103718,145675,171464,231746,283004,263613,169938,53295,41451,53414,19295,44017,61660,40477,26157,46432,40379,10644,17540,22672,7671,13446,12766,10226,38267,49816,35033,18145,35142,36069,32.7
6926,1525,6860,7953,2474,6253,8298,2860,8208,11246,5005,5163,10343,6205,3785,11002,8240,3840,14667,12827,3030,20010,21534,7085,25157,33194,12301,34508,64421,47931,67242,194210,309543,348554,286370,152084,51348,109051,98871,6723,148064,275241,328670,286909,171256,40165,69733,90040,42974,40704,82868,62446,19387,108601,168191,171897,128810,70141,27999,15135,17798,20472,11696,7165,16698,12484,1590,13224,13687,3111,10290,15090,6681,8865,17862,11916,7106,23673,23034,6303,61180,119987,151530,134382,72809,8133,54066,51363,15034,65284,92281,74287,89355,154127,182237,146042,65730,21988,57064,43655,9235,34857,36589,12692,21163,30560,16489,12358,25865,19332,7308,21128,20222,5630,20189,34136,40380,41336,32917,14685,16705,27057,19867,7586,19076,18896,8577,18954,26293,23252,22842,24500,18518,19325,26165,20223,14407,26726,26718,15782,28523,36208,19085,30857,69527,84889,68386,32766,7645,16973,10750,4776,11202,7051,9719,13894,8328,13331,20563,14171,10355,25278,24871,10014,41384,74103,86811,84074,88029,99256,94928,67303,34532,32267,33616,15648,11421,27444,24705,8590,13721,19411,11067,9341,16692,12731,7090,13933,13663,7252,11825,14073,7069,32.7
10206,9915,10828,9569,9120,11913,13068,11641,9862,9128,11313,14051,12813,10529,13495,14966,13569,14638,14509,14492,21432,22459,12903,22438,32242,17927,28788,60753,51196,36151,155766,280280,346442,319023,208955,74369,76401,117060,86311,16907,107730,191542,227351,206545,143671,70379,27317,30300,29561,31823,35361,22483,19572,81357,145144,180415,166643,107539,31095,27002,44614,26391,6656,23668,20701,6898,16359,21265,12339,11040,24388,21064,8858,34597,41409,12595,42542,71950,33083,85993,244379,366186,385579,292072,147902,91653,112330,81728,55426,64436,48167,92397,153314,155931,94781,13948,42429,39995,4477,34673,35781,9464,29096,34742,11827,24231,35633,19436,20545,34353,23213,23417,40922,37296,45924,76812,82995,51927,4189,29314,27693,8806,30178,30888,14288,45350,69587,65443,40279,14248,7503,17942,24501,16901,12168,29088,27666,11089,37282,46036,5837,84612,190862,265962,274008,212437,113201,23817,27932,30848,12510,5999,1723,13000,17664,14874,23568,25505,22547,37487,38745,30610,63514,69587,29743,170919,347450,459433,445858,313046,138829,82106,107070,63189,33040,72604,60812,16520,37213,41673,13639,26485,36140,15570,16416,30750,17585,9851,26618,19080,5301,23791,21094,32.7
21141,34224,27600,18145,33263,32469,16814,30065,36732,20710,24647,37928,26070,20560,39453,34454,19891,39273,41293,17560,34267,48713,28677,29266,55248,42366,19137,63649,71951,22989,62516,141172,178445,167129,121305,58970,24177,50552,28280,64653,183989,278915,300407,238652,127477,21363,38475,45038,22013,7185,10627,10551,15467,26811,50694,70866,70750,47870,14690,14547,23792,16134,4468,12416,12917,4960,6993,11232,7232,2010,9917,11096,4877,5081,10805,8490,2920,12484,14575,3840,23944,50929,65576,59466,37855,21337,20087,10618,8898,25145,43166,74060,104415,111322,85193,37718,13356,31066,22399,5655,20610,19741,6802,16321,20120,10388,11305,17971,12191,9254,17455,15214,5226,8629,9387,14267,27079,29939,17429,7023,19574,17663,8783,19676,21704,8265,18209,31725,27268,9108,11993,17544,9599,10795,15596,8410,9947,17263,11613,8415,18232,15372,12395,27498,32855,26162,25545,27875,15951,6102,21283,17470,4442,21678,22239,5415,21624,27675,12878,25726,38473,25587,36365,62486,60501,94602,189362,266152,275582,211375,109381,37135,51750,49530,33360,26535,16235,14138,22856,16209,9958,21031,17663,4490,17050,18443,4902,13031,18594,8198,9020,18144,11580,32.7
9627,5418,5428,7021,4566,2498,8550,10041,5141,7789,10698,6254,6813,10463,7823,2914,9386,12004,5410,10267,18163,13138,5995,17686,19135,6554,15170,33175,31623,12619,64401,128077,171279,176303,139879,73943,27603,65684,70760,28919,42335,111084,154417,158635,125306,72754,30576,27322,31532,29531,27623,22695,26058,50464,73845,83523,74770,49196,17846,9555,17952,16045,6316,6695,13390,8295,4985,12012,9614,2713,12285,15248,7522,17935,26174,13727,21458,44330,35184,23952,114837,206500,252172,226822,148080,83062,90259,84156,47759,74070,108841,92667,44108,65604,104441,101768,61712,11709,24594,30403,21674,15010,14852,20001,18489,11638,14435,19744,16052,6998,20925,25326,11481,19627,38894,44005,35827,21382,11120,7781,10191,13017,5452,7777,13252,5707,16184,28543,26792,12793,14286,22082,13120,14039,27107,21400,13426,29642,29893,17176,43260,67291,77994,114559,171940,200865,175473,108516,55482,65944,59609,24027,29996,41420,21500,11802,32293,26404,8350,28567,30953,19204,37648,45510,43644,84780,134226,153333,130553,78192,29339,26543,23657,13511,22081,23424,14064,8275,11748,9497,6745,10060,9368,7188,8152,7180,5110,5882,6342,5207,5716,6275,4423,32.7
20658,27596,17602,16098,28992,23712,10402,24664,26847,10146,17115,29654,19747,7703,28682,26131,3581,26959,31495,8632,25587,43165,28346,14382,46117,40068,22153,74182,84081,53629,170900,325653,415158,389981,264747,130182,123584,129842,71981,81579,160821,197713,189760,158869,112480,48372,23614,61195,56963,22093,26072,42345,33138,60316,122763,169782,173874,129953,61797,43456,68082,60668,42082,52568,58528,46783,45699,51876,46250,48133,56732,50332,49487,66509,62643,52569,89310,102496,59489,153721,332989,468554,492132,387396,197897,9637,116023,125971,42546,101493,223930,289337,279922,210426,116601,42416,43076,51814,36180,19051,27928,30815,22030,17912,26429,27937,15082,15055,29702,27525,11668,15439,25831,25522,25444,31147,31513,34309,44982,42051,17148,23021,47259,42824,11342,31998,50515,32154,11560,49213,53789,31077,48934,70922,53012,45146,92360,102057,68937,110335,176531,179045,204115,392638,611769,727035,674516,473309,219871,130475,201810,175636,78749,87189,132499,100708,35589,85661,109584,63856,38290,109151,115871,36571,106660,259750,374624,419788,386682,288243,154429,24877,64136,87721,52999,15592,53760,55486,25491,28391,45659,32762,10424,33596,37345,19059,21615,32810,23546,13785,28366,29823,18467,32.7
20773,19547,23755,22344,16236,19900,23462,18290,18820,26516,23744,17996,26661,27984,18395,24805,32150,21139,16597,34823,32300,14635,36554,43526,17165,44262,72510,40584,60247,196280,306421,335168,267022,137737,17405,60362,59859,23244,31074,35592,48021,98111,129424,116497,70474,29566,29978,28221,21426,20969,13362,11847,19835,17497,35352,60810,66387,46563,17737,22838,28019,16771,16357,23925,17844,13640,21225,18234,10511,18158,19917,11223,15495,22855,17132,12808,21811,19605,10540,22969,32892,34873,37523,35429,17556,16748,37508,29190,12931,69732,109937,109216,65298,3699,52666,66878,41858,4699,30078,31393,10779,14925,24164,13943,8317,20586,16325,6177,18387,19141,6607,11821,18964,12847,8713,18363,16824,4688,12728,16458,7215,7766,15643,11681,940,12633,15890,12683,16273,20431,17896,16067,17064,12616,8766,15771,17079,10455,13580,20138,15636,8953,24679,39782,46818,44390,33396,18450,10092,9885,8023,10970,11485,7134,11048,14275,10727,10886,15933,13900,14265,24136,21629,24619,61862,90344,86743,52114,34460,64936,71915,44507,1955,31233,34811,14064,12275,24147,17159,10258,20317,18565,9253,16824,19089,9933,11729,17809,12656,8411,16406,15692,7937,32.7
