808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,1558hz,weight
12994,5863,13677,20825,17087,16979,25496,20443,12340,17241,15798,9175,9642,20244,20421,13998,22474,22196,10340,12470,16822,14809,8460,17570,23824,15526,16770,22251,13659,5767,13302,17248,12103,13644,24334,19389,11670,19970,16872,5352,8596,18041,17120,9786,22102,22965,9631,15987,19525,11709,4441,17583,22640,11661,17550,25860,14484,9553,19449,17379,6049,13592,25588,17795,12391,27868,22105,4286,19478,24175,13728,10891,31764,29142,9508,34797,38919,12649,27895,51169,40087,18219,95215,154879,157287,101778,22953,43736,79163,101663,133174,154459,137718,87133,37472,36175,43151,33705,26336,30974,29489,23938,21262,18531,16872,16493,14836,16015,21021,19316,14467,18500,17143,8020,8422,15068,14520,7109,17130,20779,9231,11080,17538,13637,4687,9143,18136,11007,11135,24021,19160,10335,16183,27038,29689,9860,33026,55880,41417,21698,112713,219060,292294,291832,216677,104022,13621,65301,69425,31796,30932,48419,33692,14397,28967,32681,20845,21612,32089,26990,20084,25228,23270,16032,17884,22433,21005,20610,24038,22217,19480,20265,18054,15098,17310,19259,17778,20916,23914,19085,17131,20304,17039,12075,18378,22404,14231,16813,29046,25380,15102,21661,24427,22.0
8798,6175,8148,7202,4739,5715,8933,10533,10234,10730,9954,9495,10598,8549,5095,6491,10523,10761,8786,13723,14701,7605,6016,9381,7819,4996,8991,13586,10694,7216,11618,10072,5706,6981,7594,5441,4293,9794,9623,7323,11807,10556,6130,10925,14824,13755,6945,9269,13371,7428,6047,10267,7011,4757,9394,12333,7728,2826,8990,3520,8436,14610,9599,708,8159,11143,6695,8030,18610,16331,3237,11378,12602,4777,6053,13865,13314,6684,17268,15750,7174,30925,40168,32690,36183,55038,59631,65817,124910,191014,213283,178487,105193,29020,40085,50502,22860,18763,34550,22474,6414,23101,26220,11885,11469,25717,18959,2143,17137,17016,6631,9020,17281,14370,637,15812,17394,5008,8876,13813,10595,3731,9577,13037,4061,11104,17654,11141,2897,12300,18397,14112,2385,18459,19913,5515,17943,33189,29726,6454,70076,139612,182886,182273,139858,72699,17767,40330,41065,18860,16200,25850,21075,13343,20593,22138,12583,12418,17151,12407,8334,14039,16092,11703,10133,13859,12217,9937,11613,9799,5303,7226,10810,9947,10186,14455,13065,7102,10195,13671,11457,5661,7793,12119,9882,8331,11922,10736,5722,5270,8122,7356,3869,22.0
87852,91348,98107,140557,184670,205382,185041,130424,102532,107171,89048,65687,57324,49846,47724,51280,43809,20189,33455,46183,30002,16297,24304,32427,49773,80559,116611,131734,119987,106967,110401,120207,130682,143460,158025,167395,163465,149351,140564,148410,171158,194366,203197,196608,187448,206428,251276,274210,259507,233431,220506,219622,215458,195109,151340,87293,40325,28372,19071,88228,144311,171962,176024,167179,167327,188933,211006,194371,135855,119198,158785,174296,171444,202621,269724,289455,214519,103804,271559,593711,926346,1164625,1237995,1119518,831743,457437,150682,313109,523289,608823,577549,488257,390378,300481,210499,149219,176344,200512,165997,78751,66698,196321,284848,298169,222157,68460,108703,231859,275774,261774,224244,204668,206938,193365,153942,91802,56788,83996,73889,89837,174632,238885,226484,115327,93041,315460,540356,712432,772083,702594,539955,341751,169333,47177,72834,188380,263589,286778,263393,225108,292730,453780,599103,659252,598985,443649,269445,153295,118998,100346,106125,162727,194844,144787,22034,285748,569037,779481,858471,782902,566725,272720,124165,334870,455653,420640,267790,139385,226591,324741,334652,258807,135196,35734,139198,198239,178881,115464,61648,42220,24256,49040,108326,152020,178373,179816,138694,67720,12543,38525,32932,21035,71773,24.4
25301,9826,20394,32944,19944,11314,28285,24833,5907,18985,32308,22811,11737,33420,30807,6852,24164,33559,21135,8909,33818,35867,11587,28265,40270,22188,12220,35806,36119,11104,28956,46381,27750,16617,44811,40596,8557,31943,51117,33568,16116,53470,52008,12501,39058,58816,37808,14282,55791,57939,13655,49144,73460,42046,23236,72315,71678,17512,59178,95296,58555,31587,100782,98283,22097,81146,131587,85354,41886,152225,158737,40690,137535,232513,160622,72734,313333,379323,136699,427576,1069011,1543231,1648249,1349625,795413,253534,193534,250241,131356,39397,96686,79351,153283,226964,190253,57147,85799,147232,104366,3735,91410,111047,51373,38998,91537,73785,8844,54316,73567,42860,14136,53863,50724,12691,27272,38840,22619,4623,20785,23874,18049,12832,20846,11824,54836,184849,339851,450856,455790,335301,138744,101490,186330,155097,84652,140672,172158,139127,153331,204330,254896,442418,719191,917314,919548,708468,374112,87532,147115,151672,54732,61750,99552,55441,30030,63473,21476,95452,189640,211481,147133,54876,92178,104786,36293,75131,150904,157353,100589,23155,36820,37849,401,36333,38873,9973,25564,39154,23398,13535,38106,32024,10116,35675,31687,20757,75098,114375,112654,69769,22316,41919,40727,24.4
27640,21637,22902,28968,23793,17423,23840,25512,18175,20011,28455,24796,18616,25681,25211,15614,19341,26322,21497,16231,26728,27929,17135,21208,26856,18377,13653,24690,25176,14231,21693,29648,19782,15784,27725,24647,10660,20251,28617,18677,14847,30379,26621,9710,23722,29949,16450,10987,30087,28929,9929,24798,31795,14025,16368,34496,29917,5383,27278,39374,20996,15933,40382,34507,3464,32161,46929,28116,16038,53587,53201,11277,46109,75361,53083,18749,94305,118310,44395,120008,311007,443053,453634,337992,165961,85220,63575,74128,290614,478157,538084,435224,220075,38463,136441,130043,37759,64977,103149,63075,18597,78482,73979,15443,51256,73050,40801,21252,62691,57879,15472,47801,65001,35607,24928,56664,48862,16557,45512,59377,34456,28135,55151,47000,15491,33071,54807,83464,118033,121937,79873,57162,101068,104366,68508,92622,132253,120280,108528,175076,254570,343636,471779,594170,631800,546327,364720,167046,85077,112133,91984,52424,51669,56570,43685,31850,33701,34322,28266,21835,22725,22516,13402,3419,18011,35085,62123,91121,100868,79411,37322,18803,33833,27905,12745,21648,24937,14374,15694,21617,14966,9460,15058,13625,8037,8462,3426,14092,31247,35291,22460,10817,21002,24.4
10283,12171,10939,9266,13666,15388,11887,12923,14270,10164,7234,10598,12731,10767,12313,15954,13140,9897,12136,11159,7419,8155,12407,12296,10983,14504,13752,8541,9337,11399,9551,7285,12301,14743,10868,11533,13985,10087,6083,9407,11444,8819,10019,14853,12792,9604,12524,11372,5288,6273,13246,13240,8267,13350,15416,9398,8412,12720,11901,7352,12714,17822,13325,11371,17382,15507,8152,12352,19437,17524,12783,21766,25266,17148,17006,28666,31825,21913,28474,65989,102428,126752,141205,147854,135976,90695,19889,129142,265113,362994,381256,312933,188140,59574,54447,80975,52137,17961,44009,43370,17751,20814,35772,26308,10276,27437,27256,9367,16976,24571,15605,5835,21156,21613,6334,17195,22931,10683,8979,20296,17682,2773,15278,22819,14129,6319,14010,25194,45110,53690,37519,8056,42753,56355,28546,34219,76928,69411,21722,99932,168812,166373,110546,175655,300824,351079,293845,159360,29276,92858,103449,48573,32638,67130,53359,13117,38458,50364,27427,17716,41471,34099,4590,26370,32844,19701,30677,53985,58360,43213,30743,31743,26173,20121,24727,24220,17014,20630,26061,19837,15286,22655,21313,12331,16628,24145,21297,12204,13546,15045,11171,14434,16477,24.4
151242,212220,131011,87102,309777,445421,432097,302600,187733,192379,187645,158176,185274,220621,204407,138972,71733,83195,113418,119808,116590,118219,113815,115700,162290,220123,249478,244212,212413,158555,118109,162664,196633,136893,45917,177835,259234,237158,154023,133218,173767,172332,124849,53019,66502,152694,187946,152473,135875,208252,233411,156685,43949,115340,139462,79345,80232,151663,155864,96622,69819,125510,156590,132630,103289,179433,242371,208118,105236,97877,88097,88184,346106,533510,487713,190347,236261,462799,322306,467732,1296275,2010389,2242081,1880414,1112802,316914,160664,250066,520778,992189,1242881,1102973,651298,146916,278411,363147,229060,133242,232105,245063,184280,134290,92678,39100,85201,121920,98181,43489,26487,35960,77235,134452,187772,241132,277059,256737,162437,58771,150334,226879,246675,229294,173615,86287,78484,138218,158633,172108,196592,170534,72159,84747,142088,91873,122121,256017,275227,134057,95652,259632,234180,32963,332756,610662,734741,696288,538702,291400,60247,295950,386736,293218,313497,418390,241969,503446,1355219,2089787,2339622,1964189,1121520,177643,529798,807358,738768,547801,461383,562871,714727,731811,529581,177649,152412,298571,223876,28909,124287,123452,53152,205750,287737,276474,282518,310714,257198,175254,239331,277056,174251,58121,209326,258816,178182,24.4
78509,70598,47179,64315,77357,58704,54904,80847,75193,51831,71199,80864,56710,53659,79032,73018,51979,77363,89033,60755,59473,85384,73443,47872,75767,90044,62755,64382,94908,80337,51525,81904,92251,59919,64167,99580,86023,55984,92588,102205,62273,70084,106356,88733,55648,98387,109505,64592,87420,129654,100732,57402,113215,128196,74005,91546,145456,113901,66920,138170,149861,77061,107702,175170,134714,76519,179453,194257,90217,153271,243976,173314,100294,280086,301647,112428,302660,499172,328084,340548,1158084,1845857,2045051,1633433,800038,110984,551721,486565,213558,751290,1161237,1157662,782687,266639,135038,282233,197037,19808,138855,158409,75257,53168,104002,92744,46840,52969,84226,71452,30871,53850,77856,60499,17739,63860,85169,44674,30299,83547,76496,16362,60900,94868,62379,37483,95108,93113,83980,164517,207559,149671,43327,147099,189462,107757,115635,233038,217237,110864,261356,382460,298356,392329,927487,1425332,1624747,1432554,934529,344277,123782,295859,214438,20510,131661,138870,39369,106975,159961,153651,220414,295451,257662,119006,105460,148218,87424,318244,638382,839661,816426,582617,267832,142644,219966,185520,103250,127407,142888,99986,92971,117169,96465,79386,115897,116390,84632,159275,256452,286550,238228,146173,67659,44810,26384,24.4
49618,75052,99013,110786,92770,107158,174490,208619,192946,159556,125146,80508,44020,78531,103456,73223,5346,56394,85600,105561,121664,107507,55656,20609,73081,83656,70515,80130,76899,48785,55537,63962,30466,43174,110216,143044,139175,131731,120741,83762,60954,82308,82005,57422,59582,73872,58047,41706,59854,71523,82253,86938,67056,41994,62856,112322,188850,260380,264661,178340,58911,79877,113727,147408,196787,180862,65582,117155,228992,215754,175738,262058,300205,247433,258524,280097,135681,322139,742715,992873,977811,896499,1022279,1167327,1073464,747635,387595,249662,376823,576956,672606,531217,183844,261866,524481,543557,367777,180096,118358,52058,143959,245460,239314,170363,182870,223647,190683,115543,65766,21919,63480,120598,127167,97009,84895,93997,83461,62189,63062,96280,132260,130247,80580,12646,52771,123936,210940,272382,261268,183513,119402,99366,48812,93192,145857,104302,79033,193386,226962,132664,73239,227242,364894,534257,689727,694292,479418,145087,290692,458359,400739,215318,134514,144936,84752,137820,190626,126553,92481,205757,225426,148317,109881,120411,67681,144350,265973,290486,203496,70391,21180,21723,49456,114318,126107,78772,12041,35808,38838,38624,45570,30168,42038,69001,67784,53990,49178,31921,37638,69934,53708,24275,123994,24.4
38260,23360,14486,38646,34317,6946,27588,36660,19182,13822,38750,35493,5170,33520,44538,22809,15209,39023,34716,5074,33475,47115,24864,17477,44104,36474,2039,33701,45616,23370,19188,49016,40248,2214,43096,52268,22789,24743,56944,48085,3772,51798,66754,32141,26135,64696,57091,9557,47790,66882,31211,33786,75590,59189,5436,69925,86766,38099,46260,103596,84505,5691,96487,121451,54410,61483,142301,120019,7377,142572,185223,80109,113227,251273,209549,37785,320356,439482,208964,414074,1158807,1725851,1845943,1469385,804388,268637,283291,306621,612640,996377,1103218,839695,344694,120579,338354,260982,23796,191773,228552,97082,91683,189578,138830,24874,142852,155339,54730,87646,151278,101951,38431,135739,141993,53163,86971,140330,91485,47815,131447,128586,44769,118278,169085,97915,106927,272765,350626,302610,174329,58780,25316,19366,69368,72043,32595,89408,115609,62396,107471,198207,167370,117900,388517,652205,754613,648148,389223,102869,98182,146989,83434,12916,66848,59574,19063,40029,57367,56862,56232,40978,6099,32192,41344,18530,22407,54838,66682,62726,56888,46921,28179,17455,17446,8616,14817,24251,17818,4319,24401,28304,11898,20930,37320,31655,18774,50002,88948,114945,116875,89946,42166,23875,56694,24.4
14665,20317,15956,8821,11398,13041,11394,13153,18232,15903,12556,18956,18466,9953,6781,10948,11775,11036,15331,15570,11726,16909,17779,9300,6316,14316,17292,12416,11686,17044,14698,14874,17996,12965,5206,12390,18748,15465,9251,16011,16118,12298,15497,13834,7053,11385,18438,14787,7140,21274,24252,14418,15014,18762,12296,9644,20979,22664,11253,20203,29297,20076,12879,22126,19844,12045,24073,30732,19167,23728,39494,31334,18835,38130,41432,25408,45201,67584,49513,62438,143959,191346,168953,88750,4842,47257,35675,139953,283180,371515,360295,261311,131564,69985,89066,70560,37813,51643,54455,33044,23856,35121,33580,25304,27065,26693,21013,24590,26994,19338,9773,15836,21964,18311,9261,15660,21076,16732,11974,12298,7915,3619,13823,16220,10220,33787,58932,62733,43237,17208,13333,16438,15990,19944,13847,12900,35713,35850,6168,42085,72859,69811,58153,113663,178513,191765,139535,51559,24710,56934,41431,2199,39269,43634,13487,25040,41782,28706,2414,21126,24426,9214,15563,24704,12045,16296,31170,27045,19180,27811,30519,19079,16591,25976,17907,11223,26215,24217,5698,17225,29716,23550,7058,19652,18679,9269,29741,36897,23360,3866,23956,26704,7228,24.4
13600,19829,18253,13889,17905,18675,13851,17383,20622,15036,12501,18166,17072,12684,17825,19387,12262,14929,20567,15241,12281,20646,19816,9717,16199,22448,12994,8377,21500,18304,2700,17532,23185,14296,13464,27274,41569,70154,101478,110163,86505,46105,31268,42008,47083,63926,83821,84334,63015,35608,19523,12227,5343,2407,5548,17307,26533,24351,11784,14210,20879,14281,9839,19856,20609,12713,14334,19812,17199,15651,18710,15836,14044,20061,19671,13238,18578,24081,18395,17175,25672,22167,18550,36153,42224,26506,48407,102817,139122,137320,99565,45622,8439,24699,17154,20524,53006,72857,71410,53501,31753,19774,15256,8566,10451,13845,11056,10118,12868,10827,7908,12944,14015,8794,10286,13748,9927,8058,14222,14400,7251,8186,13114,10111,7527,10910,8648,7906,14521,14622,6358,9822,16541,12339,6449,14467,14458,7030,12249,15750,8697,10498,19251,14975,9363,22943,23769,7073,20461,32932,18014,24983,77921,115171,117664,85770,38581,10548,21545,14621,4048,18295,21047,14124,9037,12012,14152,13135,10339,16175,29393,40933,46745,45991,37907,22627,8120,13389,15245,9841,9617,13003,10698,7552,11916,13775,10694,8870,10011,9467,8409,7980,6989,32.55
17609,15517,18026,18544,17009,17979,17799,16595,18440,18374,16273,18509,19234,15615,17022,19824,17222,17125,19634,16540,15968,20658,18263,14042,19474,20849,18095,20996,21152,19641,26701,27144,18959,29614,37162,23104,44989,92938,117269,101287,53150,6919,34359,29219,9910,55988,89482,93753,69535,31937,1758,11872,6880,7379,13020,10923,11029,12981,7993,1828,7397,5257,2893,8571,7808,4084,8054,9622,8559,9554,8874,6739,9418,10270,7164,8047,9892,7399,7670,10889,9424,6487,9354,10476,8028,8587,12763,16114,16704,12569,4871,7106,10566,5986,6151,22227,38571,50884,54298,45900,28484,13439,14708,14221,7756,9948,13087,9948,8601,11455,10002,6701,8370,9514,9957,11930,11691,8988,8679,8882,6614,6567,8109,7927,9134,9953,7276,6871,10087,9362,7495,10409,11283,8430,8251,9651,8088,7639,9025,7656,6401,8253,8349,7372,7754,6865,6204,8157,7444,4445,6810,7395,1991,7102,13720,15065,12690,10087,9372,12223,14550,11947,8205,10917,10960,7045,10804,12809,6425,11070,20822,21175,17428,22274,25200,17240,4112,10307,11440,5363,8691,10985,6841,7437,9943,6713,6859,10607,8868,6323,9091,8907,6586,32.55
19581,20855,22056,19666,18305,21132,22579,22093,22925,22779,20499,20112,20706,19139,19187,22053,21763,19399,21098,21896,19441,22347,27199,25536,21124,22366,22479,18492,22706,27054,19102,14167,28770,32402,20162,27457,55518,71702,69827,59411,52088,42993,21862,12182,51193,84250,99605,90913,64072,38583,27837,14733,9677,28610,35263,28610,16623,10409,6592,7107,15809,14493,5276,15259,19822,12223,6867,14697,13110,3375,12432,15015,4754,13329,21385,14769,8676,20165,20143,7503,15924,22719,10192,19652,35819,20060,33523,105474,164219,180672,144771,72350,5486,45717,45486,28817,48800,64767,55308,31135,21766,24415,13743,5333,16142,14482,9797,15456,17063,13041,13080,14567,11243,10246,11636,7313,6369,11750,10117,3910,10577,14564,11637,11713,15548,13502,9952,11886,10198,2202,7724,11494,6736,8816,16058,13622,8658,17196,20595,13602,10216,18863,17143,2882,17500,25486,14705,13100,37436,40580,12858,66522,146037,201394,205726,155922,75296,23539,50720,41947,8197,34512,45076,27902,12542,28805,27421,9529,13817,19664,14418,23120,34350,37463,38783,38825,29996,17617,21671,23550,12749,12276,20375,15530,9827,20331,22005,13559,16397,21837,15282,11516,20449,32.55
12873,16453,17374,13202,12410,14006,11705,11121,14634,13909,10933,13860,14402,10341,11910,13534,8661,7680,12618,10037,5911,14483,15432,7445,12176,16268,8682,5554,14064,11125,1564,13487,13563,8775,18751,14449,34171,85262,123994,125338,85659,29726,35743,42646,19546,53329,86725,83603,51284,27507,34601,24796,4357,30765,35505,17396,7560,19180,12183,7587,19802,18655,7222,13475,17421,10386,12924,17691,11735,10321,17679,15418,7135,14336,17837,11388,12500,17606,12498,9092,16348,15058,8260,16543,21039,13238,16472,31193,34326,25729,16286,13315,8196,3542,17299,27271,31847,34636,35210,29222,18001,10954,12075,10491,6235,9039,13069,11781,7943,10231,12164,9461,8749,11302,10018,7234,10910,13278,9871,8210,12348,12095,8646,9516,10743,9569,10405,11510,8531,6491,9966,9510,7077,10103,11136,7632,6961,9787,8767,7469,10646,10424,6667,8855,10523,6851,6308,10569,9554,2819,6893,11255,11371,15734,22088,23395,19200,12812,10197,15032,18984,16510,10042,11976,14650,9672,9046,16186,15217,8351,20768,35699,40264,33532,22794,15509,9559,2895,6117,8424,6892,6473,8784,8741,6378,6682,8159,7166,5771,6896,7889,7495,7363,32.55
3688,23009,28326,16729,5906,11335,12606,24081,32559,26500,11540,5349,3659,25314,45423,49280,35080,15027,7130,19287,41371,56137,49703,26973,20009,25032,14070,15177,28046,23012,1484,23432,37217,35330,24304,21459,34414,43783,39841,29489,31852,34849,24526,29882,51979,57142,41346,25805,38812,57418,69951,74426,73095,72458,75590,83454,99254,114518,114477,97832,78736,71878,80391,96055,102575,88089,56885,29081,25416,41813,64678,74748,62736,37794,19576,19140,32751,48124,48017,29595,11339,11651,25595,57529,82082,88157,93155,115365,133180,124887,97751,78172,70154,54032,29404,14253,17523,19631,19248,19939,26602,33628,31856,20259,6868,9629,13441,11800,8871,11184,13145,9526,10834,17712,16305,14222,26158,32736,25350,10232,9686,12173,13997,25564,31365,27223,24375,25637,25227,31780,38581,31458,12782,21131,33913,35173,39682,44994,34558,15513,29419,43741,49474,57475,60876,47873,35911,57819,88650,127249,175385,213759,228141,226513,224370,218056,192080,147077,103595,73008,39907,2513,33560,43472,37894,38700,39246,23670,16977,37733,41780,32506,37165,47150,44598,34835,26002,15470,14534,24629,22880,9068,8494,9316,6210,24775,33605,28278,24842,31823,28414,9904,13221,32.55
19593,15303,18150,19941,15712,14808,20209,19996,15367,18214,20315,15944,15777,18793,15740,12675,17944,19711,16376,19002,21226,16017,15566,19779,16232,13938,22617,23882,15663,21756,27902,16822,20547,38377,32477,15473,67185,118834,140523,122812,79357,37332,18366,19193,38413,67487,92919,102447,87480,50759,14813,28055,31513,23521,31895,39871,29812,7928,18786,23244,9990,11852,20611,14545,4963,15149,16169,5887,11836,17265,10523,11992,18695,13809,2535,12683,15616,6298,8960,17287,11862,5057,16095,21546,19955,7586,28669,67958,100669,111820,94969,60353,34559,27682,27476,50127,70569,66483,36115,11592,37815,40265,20445,7731,18637,15264,12779,20715,20643,14322,16868,18822,14978,17182,19466,12970,8719,17460,18862,13104,17168,22969,19242,14006,17722,18920,15219,14880,16595,13774,12949,17794,18375,15197,15375,16443,15015,15226,17256,16980,17629,21131,20849,17461,20009,23205,19854,19311,28142,30093,27527,52499,88135,107910,100620,69362,27603,7897,24145,22105,16940,16290,8734,4342,12708,10802,587,10864,14609,5505,13531,30365,35323,28386,18703,12885,7627,3164,6901,7754,5087,8476,10670,7613,7572,9963,7529,4081,7857,8948,5799,7413,9510,32.55
22094,18809,18900,20235,17393,16023,19084,19280,17468,20285,21844,18336,18350,21519,20131,18207,20472,20631,18472,21605,23667,19183,19824,25469,23560,19182,23253,24457,19226,25672,33067,24773,21813,38572,36984,19618,61033,111797,134075,115586,72021,42211,34973,17002,38603,78804,101465,96132,67461,32010,5697,7326,11546,13559,18069,20508,16316,6960,3908,10888,11067,7357,9477,10099,5869,5997,8295,7339,8099,11444,11128,7100,7946,9449,6807,7252,9705,8341,6723,10659,11890,6327,6781,13245,12877,5833,11201,34830,60091,75633,73077,50691,17817,25354,38017,23693,16224,50833,70006,64558,39096,7859,14073,18521,14297,15964,15613,8909,8548,12503,9661,8169,14914,15845,10872,11177,13590,11220,9575,11953,11771,10116,12182,12015,7329,8428,10910,6934,3723,10325,11715,7066,9060,14237,12068,7974,11598,11850,6011,6518,11963,10778,6422,11891,14250,8181,6725,13271,11919,2362,16319,33762,45702,50479,50100,43897,29803,13605,16290,22769,19056,6839,7496,15879,13404,5570,13663,18199,12423,5144,19538,32591,38536,37666,33944,28222,18006,6066,9057,12353,8936,5661,10036,11737,8021,6665,10610,10024,7364,10041,11607,8536,6204,32.55
14245,15303,13608,14492,14598,11124,11734,13994,12498,12322,12911,10979,12296,13834,11211,11882,14124,11476,11128,13308,10016,8729,11753,9747,10960,13867,9525,10220,14698,10121,14392,21313,11988,11538,26690,16135,25936,75826,107160,101386,63178,15376,18487,25542,11418,31369,65432,82571,70471,34704,13653,29089,20394,11470,27628,26314,14550,20060,21268,12067,15548,18244,11428,13587,16876,12713,14624,16965,12611,14021,16267,10671,11226,15416,11510,11470,15853,12690,11202,14920,11413,9316,14614,12755,11191,15330,12321,14477,24291,22164,6878,9844,13441,1493,14881,20043,18561,38980,57291,53193,27720,8674,23944,21979,11261,13768,14651,10253,11546,11971,10715,13380,13290,9755,10310,11605,10697,10742,9464,7633,11408,13661,11109,8991,9687,8436,9039,13029,14273,12152,10327,10506,10742,10398,10101,10295,10248,9489,9559,10716,10935,10422,10838,11262,10620,10060,9787,8817,8744,10373,10903,9373,7249,6516,8818,11805,12079,9974,9152,8436,6519,10010,13213,10890,9533,13213,11819,8914,14859,15133,7532,20384,33995,33740,19902,3501,9265,7806,3467,9324,8864,4762,7381,7817,5862,7808,7845,5905,8336,9317,7110,7726,9004,32.55
28208,34448,33747,26826,31160,35143,29529,30036,37016,33853,26353,34381,39213,29492,28934,38343,32197,23132,36607,41712,28211,29346,45761,39910,23802,39533,44499,24412,31809,54833,45348,18292,57399,73287,36083,53042,139870,198626,210241,178604,123560,66994,30055,32696,57843,124044,200860,240162,213772,128098,22267,58045,74089,34777,20633,49505,36368,5418,39059,44894,19162,23092,41668,27804,13927,37891,36044,10626,29584,44960,30756,19588,44189,43767,19477,32595,47057,31265,17255,45891,47410,20430,48462,74677,54120,30067,113689,190564,226521,212057,159763,93525,44272,55842,77240,86403,99440,116043,116994,91929,49552,22934,32096,27780,11253,7562,11244,6477,2262,6333,5880,10945,16702,14436,6851,11318,16807,15853,11292,8618,9218,12214,17602,20684,19000,16846,18568,19828,17985,16155,15891,13088,10267,15798,20157,18448,14659,13605,13691,15746,20486,21855,18139,17623,20705,19374,19417,25360,25130,15975,29841,56466,70716,65303,45627,23274,8001,12363,22500,26942,21157,8145,8874,14647,13381,10604,9850,10784,14542,16705,12926,10179,15888,16423,10909,11914,15458,12145,4007,9820,14309,9980,6811,12190,11122,7143,11041,13281,11067,11424,14282,12623,10624,32.55
14115,19913,18382,13030,18010,19783,12338,15406,21277,15104,8796,17345,17720,9026,13924,19539,11927,10635,20103,15679,4184,15795,18258,7444,9596,18790,12059,7002,21073,19906,11140,15040,17783,24693,28434,16933,56995,128306,184445,190873,140089,66211,50319,57905,42130,84652,135253,140722,98592,45826,38263,35255,11224,21377,29702,14400,11754,27607,20891,7351,24584,25393,9847,15520,22961,14044,11844,24870,23417,11924,18101,21784,13565,14361,20322,15621,12786,21567,21829,14203,18175,22665,18116,17397,21152,17506,13369,17522,17235,19632,31891,35606,26328,27412,43547,54509,64565,78485,83786,68944,37734,6760,12109,11421,6951,12445,10754,2722,10933,13683,7654,8348,12830,10046,8545,11865,10044,6071,10809,12956,8651,7833,11537,10090,8745,11517,10890,7022,7334,8947,7964,9687,11846,9584,7632,10172,10329,9072,10718,11386,8866,9086,11938,10688,7653,9540,11210,10529,10072,9592,8993,11433,14414,14781,14392,14172,11799,9754,11394,10654,4202,6459,14037,14531,9489,9992,13766,12804,9309,9857,14586,19079,20523,18495,17317,18090,14371,5303,7327,11814,9288,6135,10227,11202,7628,9023,11525,8212,6401,10323,9697,5950,8103,32.55
15949,16511,14551,13632,16143,17901,17435,17565,18036,16953,15029,13423,13474,15372,16336,15050,15797,19521,20240,18097,17137,15941,13945,14782,16680,16709,18105,20684,18330,15260,18874,19160,18528,25511,27452,22246,45597,82676,99909,81566,36050,14572,37162,26731,15107,65088,101881,106391,80783,45470,19349,6757,11140,11614,5519,2924,8292,10751,6341,5754,11541,9179,5961,10354,9991,5213,5253,9134,8848,7193,10493,10870,6965,7591,8966,6302,4648,7631,8557,6003,7732,10717,8181,5887,8194,6443,3553,7172,9317,6326,2104,7839,5430,5288,13853,10050,14106,40131,60695,65492,51738,26991,17330,23604,17333,9078,15583,16368,10963,11759,15860,14073,11621,14233,13310,9845,11367,12295,10469,10612,11963,10498,9868,12820,12711,10656,11833,11562,7837,7097,10199,10630,9651,11459,11880,9637,10404,11562,9493,8055,9612,9975,8612,9046,10074,10240,11923,12509,9898,7672,8271,8150,7753,9772,10340,8277,9647,11200,8444,6964,9534,9419,7032,9147,11632,9639,10381,13441,9943,5436,14596,23368,27862,27337,24143,19230,10922,7908,12388,10705,6762,8555,9183,6918,6583,8317,7876,7889,9596,8877,7523,8510,8363,32.55
