941hz,945hz,949hz,964hz,968hz,1093hz,1113hz,1132hz,1144hz,1148hz,1285hz,1363hz,1437hz,1500hz,1507hz,1519hz,1527hz,1535hz,weight
184304.39015,212621.4571,161878.564978,125096.325925,95341.007939,427091.879243,355923.062668,70069.274378,103392.410421,776733.667224,72774.070557,169571.388125,159308.139638,21925.965448,8120.920623,1298.933083,4301.857835,12557.068285,20.8
75.232918,2419.737969,1642.806203,2029.55048,188.924612,25446.649229,1159463.015078,314.307206,98199.750706,1605672.799334,1999.040495,20138.900043,4751.452913,4743.356561,7441.165911,3126.807522,3264.535966,7502.918499,20.8
1624.693068,3078.543852,619.661479,416.065123,523.632921,6296.472685,751901.9308,3432.381857,36243.953317,747758.257318,6332.381957,10318.610269,1371.118604,238.323632,241.477251,2458.837118,432.177829,2735.660624,20.8
38119.091278,38775.698692,44238.431257,24224.26442,35546.307039,29671.582018,977311.551836,114068.58519,290658.111696,767765.063051,373232.116121,241273.26033,2395078.863732,134611.535582,105549.573939,88810.933034,10799.3215,46407.154784,20.8
933.177621,1862.921735,710.474072,386.62647,829.326288,10277.008374,1963750.559219,13408.983967,4572079.471497,319337.191533,2456.326215,7569.583895,4224.766735,240.427179,542.928646,414.184437,1278.950941,275.235585,20.8
2362.116168,480.222653,595.442564,1638.625507,3064.461144,24332.741721,4568658.254359,19823.934037,100592.334146,6216765.359327,447.522237,23322.329493,1903.994361,1629.578453,9605.809586,6855.048392,9844.139555,5005.76672,20.8
783.398396,64.762888,2428.261782,1987.037638,518.681604,7136.479184,43760.173047,50432.39534,282607.86183,3990347.220225,6616.872536,31630.854592,5051.084432,3581.838495,4042.42427,2534.976738,9338.404002,4595.978812,20.8
1590.907923,1528.885507,347.295089,68.359966,2129.066616,7976.594443,11205.072402,1841.902252,60339.503873,310069.770635,139.648591,724.450006,674.683892,1174.346746,701.855581,1046.679334,96.654717,15.746777,20.8
1794.748969,2553.67879,422.28795,4322.296395,1285.073956,393.478295,578603.555131,35396.540412,568100.012602,3255472.033687,6920.903057,47806.064638,2201.286134,3686.265614,1365.523811,4318.131352,644.554352,7974.661844,21.6
129457.045559,108294.065162,81714.399717,47171.119596,56374.147606,65231.548986,371339.44612,19027.133566,488791.475903,89151.277398,101904.743768,137417.046243,394756.234289,12799.207206,73650.30891,180483.765007,229230.32068,237927.566747,21.6
330.418754,1148.449154,70.182817,238.255227,64.516949,16523.367805,784654.551142,13886.837721,150104.841311,1381586.962709,10610.204111,20168.433679,2040.465569,4413.335043,4926.545608,5528.417297,8574.941081,11226.541847,21.6
6.047686,2509.385926,629.64257,490.399036,951.267997,21445.75291,202319.512906,2321.013716,62256.213985,716162.260978,4936.92197,8792.570158,145.111957,137.299455,4032.574995,1818.421273,1163.761123,2901.194856,21.6
166.680802,466.164346,1106.942405,907.57954,336.827491,213.510968,21213.556255,71.734273,164141.919183,225786.399173,1507.180816,16141.563888,86.058046,751.380402,2565.186709,1086.079634,36.121684,420.085738,21.6
298.810488,5647.635113,2128.869237,2437.636294,936.966511,56030.743208,3784722.109335,72793.482841,1251870.445445,1495102.736813,224.390148,3122.207172,237.459671,549.666264,1553.277776,66.725064,611.789821,1288.894276,21.6
878.333255,917.440137,15.054079,59.124454,580.421121,54607.932255,3700612.627802,68439.15068,1341143.807836,1465931.664172,1023.200881,6084.747245,89.980704,792.817189,353.582626,3618.293309,2306.692214,1814.053429,21.6
1925.06626,1848.738728,630.211684,92.014217,130.178274,794.155646,26445.217683,3461.984396,420047.288975,1844962.403295,37.038315,1224.014353,12.712469,80.566324,668.581772,774.971846,70.18783,257.111068,21.6
11754.672513,19806.670083,23676.225637,11451.844219,5497.345264,282054.634195,548485.680562,241514.105531,118959.407058,530122.547553,46255.753779,135135.329694,149852.235952,186717.739865,158465.125954,89469.811372,48120.214316,21987.617457,21.6
542.511675,661.759531,1483.713175,498.165495,300.676755,9746.744146,359553.499132,8381.938678,253463.877446,1667666.910211,1770.257866,252.791572,282.614333,332.851134,430.63017,292.438642,1772.19329,3276.54777,21.6
1301.775406,2931.13793,709.900728,2764.029598,7248.983912,25764.168889,2617366.019265,14106.485845,2737556.592436,2729490.059035,856.571757,1321.503687,360.758827,821.07646,452.071131,1898.021164,2823.002974,4775.393074,21.6
762.126564,100.075944,173.973539,1755.723655,132.624454,22562.610206,795571.313711,3883.395397,874522.517779,1676051.378354,1069.739907,8446.666059,551.857668,1444.474698,1994.05912,2231.838783,3514.734988,2614.921602,21.6
294.598095,491.229584,241.491222,225.975858,525.884028,3355.239845,80492.186473,1881.711548,337334.213667,946091.651691,2759.43455,5590.638263,143.265747,804.047659,3051.240498,604.655251,2412.708831,3678.34786,21.6
1256.675268,752.317048,1033.707501,175.387662,704.645356,645.851667,84745.821043,4216.399514,373988.931465,423003.203425,320.466455,1234.133209,303.551822,414.575187,60.114299,1.224756,3328.544491,1039.747517,21.6
685.850401,304.3207,134.342134,4.560913,83.633728,38.320048,23586.887968,549.710687,260981.227006,98148.733451,46.633343,224.377041,431.241063,681.692595,2003.595657,1690.192707,361.381465,697.357869,21.6
189.596192,294.973829,175.246928,991.593023,1089.020711,5772.87442,1418009.183888,19312.082107,726446.735044,726231.332498,1944.693979,9066.190643,1774.964464,1741.033972,5403.660944,1082.70183,1079.77889,1516.519917,21.6
221.103805,635.521692,251.112702,302.49981,338.270396,7895.488361,651420.843268,3831.983006,322539.06261,361081.553238,2997.187937,6325.88746,529.598968,1916.359453,4667.028993,2979.598796,973.429998,952.361443,21.6
165.332765,278.069358,1538.759058,660.788808,451.765057,466.56493,12916.504308,997.764257,647462.745119,30682.821052,2253.708573,2174.365306,926.627224,386.95608,313.633667,398.17404,1530.033833,1227.40497,21.6
397.458559,2083.920602,301.209989,8432.277179,2368.490117,281370.794783,1879357.226419,144586.095259,506618.67766,547555.637224,43627.900496,46593.23612,131257.862977,20280.289821,34314.195036,34631.561014,21401.54956,49671.611453,22.4
1150.543388,752.130121,203.103223,656.034644,197.371734,18919.199299,64261.707274,10768.410767,6456530.601944,310220.484828,7018.724963,7060.825301,6482.441641,2925.453309,6080.03497,679.984607,2744.156699,7749.64283,23.6
4835.703374,15340.034128,12463.641894,19371.099496,13571.546396,981706.033643,1194258.641454,1026201.930884,652837.090695,493667.993811,7596.443414,65200.267567,2155437.347362,490747.348229,506413.447497,427230.330027,362242.830048,272231.70685,23.6
224.921749,507.823187,581.627117,362.157523,531.207774,10153.682995,140.627841,482632.534498,31486.372542,55682.299874,70.93918,996.362267,287.287759,62.097177,215.303827,371.754074,80.864696,1369.157035,23.8
761.491342,351.683762,1442.00925,2435.502546,413.666915,24679.510615,14570.226737,281947.69506,1330934.931971,281180.710489,877.839843,9350.447375,1128.127484,588.761947,35.228524,1097.424671,244.293431,884.186445,23.8
62458.313277,51242.351856,59368.977298,101980.219155,88908.83887,613243.771473,282756.346284,252897.845794,347429.104869,409824.750768,8456.45903,194818.640681,83235.837605,311660.927215,334892.932708,400621.874889,397338.879977,193176.424903,23.8
1066.936309,1709.718265,775.558906,2045.217975,1810.798326,42794.63981,360018.923726,89789.126486,20467.124578,26794.952086,5394.480996,1589.311355,21.143115,591.490111,979.834346,342.329428,1196.892744,673.706439,25.2
1168.248393,1189.943302,1326.704786,3135.465108,133.866831,296.767944,2536903.945546,175189.037498,4758.095041,3032.460292,7553.68807,5068.709505,4921.217212,1510.400081,2862.875299,2918.189847,102.439159,1007.487989,25.2
441.749138,96.187863,165.743521,6758.635729,2681.310005,9339.044586,43640.9808,611339.253495,7192.039571,31480.715675,9.48604,227.052316,213.113807,277.666001,821.841952,805.050718,758.884735,107.990263,25.2
2025.432794,1809.748841,3788.83778,341.493886,3454.754317,30327.851462,154821.494863,4238377.146826,192726.95374,81354.373422,19178.262517,5001.231681,1467.032076,7346.391467,264.720766,1900.228866,659.782035,1172.662127,25.2
2141.797187,567.914627,3096.377834,2007.620385,4192.147876,10890.915242,379973.389062,309884.719592,16230.361156,7237.901086,8504.468111,6179.676989,470.126844,824.15536,488.72491,888.786386,1719.393702,365.726046,25.2
2193.293288,2593.991811,3456.738992,3031.492545,1802.102604,71510.404178,352145.504523,1246326.402268,11642.232157,9067.847225,3180.375704,4992.995534,489.295953,1239.904956,9.832581,1602.071543,1475.360742,1071.376082,25.2
3220.180257,568.225978,35.849782,9575.170811,1455.604373,51227.179959,71452.845192,60039.805449,55944.509336,39802.535952,75074.024731,502270.554055,262169.849459,48394.596599,32743.536579,3392.817488,1339.186568,9057.413321,25.2
149.908782,454.679861,841.845464,574.576321,1276.877037,354507.699311,54710.090314,7572.882487,3853.510893,796.716989,170.450887,5737.789034,9102.270493,1349.592852,460.498696,486.733479,136.339613,2137.093625,25.2
1508.39204,422.840019,1535.452921,254.772286,1026.177309,77900.618431,122129.450743,75715.230041,11653.96122,6942.585821,1474.179342,3272.241417,391.5689,441.248065,256.199963,71.15717,883.04611,711.289189,25.2
5045.34667,3832.080397,9952.002647,18944.453741,1586.371696,79541.129447,54073.805216,1694.810528,98785.318922,54113.187676,62579.790804,119089.683068,47333.555519,24395.220414,12637.946326,15233.518876,26855.146872,250.76557,25.2
71.752355,414.487134,127.613313,144.956456,1158.142706,255017.19101,3988.048718,357990.861854,27839.204101,20099.618123,17317.031261,22065.20388,3226.935901,1016.460006,951.582523,2711.330296,1721.217619,3714.859153,25.2
657.966982,832.107625,979.402688,2927.94801,1511.486685,50570.39106,178030.492526,1101482.299419,103885.561128,47046.373387,1301.926783,6843.902093,1291.407821,898.484725,699.636196,2005.536924,163.734691,124.080755,25.2
837.796687,102.202141,968.764307,508.972744,1916.756984,102397.367527,135557.742734,53462.42784,7815.294267,3144.477489,1939.865392,2709.539346,165.738853,271.496717,2121.482922,222.215108,4.099004,1405.968056,25.2
1012.560641,100.604897,1374.262597,687.32513,695.532978,108569.145959,76923.789433,22951.597247,1890.559774,3263.001235,268.524975,351.272935,742.525774,17.576078,1022.261866,22.074565,133.824643,2051.384389,25.2
1368.207153,57.635997,4462.781163,1007.619931,257.735958,62502.730057,75500.857924,23193.050384,3049.988011,4588.665721,10658.738946,6664.317647,20717.694308,456.666896,962.302144,2931.273105,55.876325,1978.095269,25.2
2298.607755,1847.25365,777.832207,873.788328,1891.90193,10.121992,4928.767941,51512.560225,1200.443712,1800.774458,2079.854477,740.113415,1229.185458,506.052799,306.987281,296.335293,528.975958,1329.203594,25.2
5039.187953,911.028707,2663.440018,5205.125372,588.14769,14182.77232,2331.366214,131465.761556,3764.879418,6233.183469,2243.561594,9099.767933,670.68843,1026.456255,53.260889,2298.013071,1137.98614,3978.516314,25.2
6386.57928,2016.556142,667.00664,708.482665,1269.317165,10038.80561,234398.653306,11019.654162,8110.417606,1161.819292,1859.271603,8177.669203,2401.290092,2329.983771,3080.962914,2462.580298,3341.261331,4324.500801,25.2
37.897075,2088.115289,1484.478207,1231.784385,4260.901921,8413.761538,6427.72203,15075.21449,11261.752167,3327.478876,10091.704456,91072.899321,18365.423476,3344.019144,7541.849597,7494.730445,5732.901338,520.573382,25.2
410.857387,2948.23611,2276.738538,408.334125,806.45723,167265.044239,17547.153524,15681.639812,8943.046679,9406.206196,654.142099,43023.690705,139.331803,788.600022,1664.112305,993.817205,1781.905968,12453.2502,25.2
100.735006,5621.998456,1513.798916,488.525687,354.043927,7024.658799,10870.203669,49275.445061,2103.031227,790.361523,3960.29519,3980.920751,239.022987,911.298827,391.843583,660.163458,2283.313779,81.819035,25.2
1858.486438,439.934009,3945.843754,1837.116847,116.501297,10331.673907,37066.226555,4126.717697,2814.566336,608.420756,37213.494303,57353.552776,26773.614428,13757.502739,4701.778926,2244.388551,1706.572456,2919.994609,25.2
89.777584,860.040301,353.063155,239.069257,287.024328,190118.29164,3769.570494,2740.080501,316.523175,415.681132,1085.314621,288.844591,5673.452969,4411.147836,14256.320978,15623.805806,9098.796515,2626.426312,25.2
334.98929,432.656953,119.440449,5861.248338,789.257451,25623.167431,17631.722978,5992.768099,2872.798753,122.666146,516.086625,1319.719378,1745.609272,3925.756778,5936.298724,186.543925,180.310692,3683.935873,25.2
3292.002806,1374.215141,2044.528825,9503.914758,6570.954836,50298.738632,132899.956593,75541.163597,2240.039267,1066.555359,31272.469305,27264.051699,28550.774111,34989.289004,14895.846753,19523.315894,4302.887642,2759.101841,25.2
4439.081258,1096.424235,3058.113198,3046.753732,1161.537084,556269.134143,605.32223,1392894.569133,33960.533875,187326.693308,17330.656246,20943.987058,172219.696151,3571.676829,3558.841655,9001.203286,12531.669185,6875.485858,25.2
636.752987,12605.085098,801.790565,1046.935959,4266.025775,113080.325236,133040.199542,4419463.905929,113961.122643,73770.707009,4783.624217,2385.867665,14628.67159,2988.72468,7930.026718,864.694803,12387.99788,20357.553343,25.2
580.84364,679.113242,1619.567949,4440.018099,1069.113965,9039.540198,2500.798201,220575.677744,5665.490968,1739.753142,4356.833864,2592.183051,146.236661,2403.301743,1424.346004,780.402192,232.164892,914.166526,25.2
16301.860845,24162.663811,28309.848676,162.071107,1938.755589,68999.484488,265411.944958,35521.012898,27251.079373,20673.002613,1177020.873113,371830.487548,659.45423,9946.634462,51968.888213,37182.3898,19799.316715,50355.700267,25.8
472.463464,1937.114233,6625.280373,3952.813944,1834.45026,6018167.081102,1228380.260633,40237.92717,13085.725425,15940.860791,999.607367,665.804064,570.627293,1252.899254,343.780596,3118.863938,606.68537,568.669109,25.8
1698.337196,2433.719048,86.873221,892.252462,1685.88288,219643.367719,3905986.973741,40063.747875,13063.634715,12991.040025,3708.794337,3026.253711,780.961256,4331.737635,1194.022052,157.350037,1512.76549,2612.656873,25.8
2018.793915,125.47849,1228.650753,1332.66572,2702.387857,1477215.401437,47047.856208,6072.932174,2480.9653,4926.146886,1135.891098,311.958301,901.948433,235.863208,2167.792032,931.634056,1670.334205,697.577442,25.8
2267.026174,501.311859,2909.955067,1724.720393,1706.299313,1115387.963545,117837.738132,7660.278914,2596.961828,2937.104835,6.097981,94.962234,512.259552,409.867164,715.872287,151.145717,1375.737216,409.294959,25.8
4077.613389,302.378616,1563.984423,52.333252,894.144552,939877.536705,322888.806832,27091.871942,11362.457475,4051.878256,4173.805273,1401.698372,3581.47377,571.92111,111.157161,571.916777,208.39896,8.927808,25.8
597.854693,1044.074245,1670.331616,6330.968482,2298.985414,2632108.160571,11849.121788,1492.403794,9949.071332,2900.041506,2959.93091,1095.371397,1971.242389,43.616098,1306.407369,825.908595,1257.564586,529.387335,25.8
466.451993,1647.490786,497.161753,217.187013,1144.115711,1280131.951363,381574.983528,4818.42374,1788.699731,1968.911352,29255.686274,887.68279,765.143561,3136.657513,411.337508,83.689553,695.235767,386.565835,25.8
337.014129,1009.454812,517.81212,62.661629,949.298471,250480.34274,1795464.965704,30768.78212,68.664913,1075.629458,13255.682308,715.401491,95.439611,794.254267,477.912372,58.914534,25.176399,205.755467,25.8
165.562281,1057.624091,2505.537652,6820.53752,2956.795219,260110.152222,9662.601086,18153.193436,4856.828714,2605.40895,2271.829172,928.9487,566.829697,807.67746,1997.59401,433.958159,56.406955,109.442705,25.8
2525.054594,1873.679606,2666.958207,1976.243803,4332.790596,709.942225,167883.034238,1460.184407,162.412145,220.482962,149.898175,40.917423,777.04484,9.986228,2105.419835,272.117655,2794.078534,1338.848019,25.8
4607.72038,2920.519478,2015.97847,819.141579,3410.446551,2961.327028,248538.33395,333.04113,222.718424,676.283663,49.13005,24.064064,76.151507,1207.402787,563.696459,146.485328,963.936438,2493.138281,25.8
127.139875,1451.100361,2185.153168,680.76258,1266.596771,1222.828661,504.833001,270.978526,168.427698,504.66096,209.078063,688.977847,850.944444,1244.831358,318.885712,257.786235,1238.185927,53.934417,25.8
4318.22116,4972.759382,6517.48278,16574.086462,63237.235988,11352.499818,2038.160865,3379.805987,1966.65745,2120.836079,3826.494252,1832.161837,184.050166,11257.912077,30661.446669,263.909155,280.725498,11228.035315,26
2057.230013,2854.204731,4098.251179,14634.063741,25033.626764,1696.1457,100.706131,2945.895647,91.619906,45.028121,1991.740434,63.426476,1578.341048,1124.431316,14051.935022,5080.802472,3123.738436,14248.454094,26
